"","station_year","fox","cat","potoroo_ln","bandicoot_sb","station","date_end","date_start","year","latitude","longitude","region","data_source","survey_duration","block","X_EVCNAME","XGROUPNAME","evc_mod","EFG_NAME","efg_mod","tsf","wetness","ruggedness","elevation","npp","bio1_temperature","bio12_rainfall","bio32_moisture","dist_nnv","dist_farmland","dist_plantation","foxbaits","treatment","rainfall_actual_prior_18months","rainfall_median_prior_18months","rain_diff_percent"
"1578","FA3_038_2017",0,0,0,0,"FA3_038","2017-10-12","2017-08-09",2017,-38.70936489,143.6071435,"otways","otway_ark",64,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",78,6.41693258285522,2.06118392944336,358.650085449219,7.48130321502686,12.1408,1587.0576,1,1212.34240042906,1960.52455893565,1108.053228586,0,"treatment",2002.98333333333,1647.30555555556,21.5315368000003
"1579","FA3_038_2018",0,0,0,0,"FA3_038","2018-08-30","2018-07-18",2018,-38.70936489,143.6071435,"otways","otway_ark",43,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",79,6.41693258285522,2.06118392944336,358.650085449219,7.48130321502686,12.1408,1587.0576,1,1212.34240042906,1960.52455893565,1108.053228586,2,"treatment",1890.76363636364,1582.10909090909,19.4413262225351
"1580","FA3_039_2016",1,1,0,0,"FA3_039","2016-07-19","2016-06-02",2016,-38.68274195,143.5462087,"otways","otway_ark",47,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,5.88969612121582,1.78065872192383,405.461273193359,8.27747440338135,12.4297,1466.3976,1,1324.2362063778,1239.21697582003,1384.86900685187,0,"treatment",1377.54705882353,1521.32647058824,-9.48439073045666
"1581","FA3_039_2017",1,0,0,0,"FA3_039","2017-09-14","2017-07-28",2017,-38.68274195,143.5462087,"otways","otway_ark",48,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,5.88969612121582,1.78065872192383,405.461273193359,8.27747440338135,12.4297,1466.3976,1,1324.2362063778,1239.21697582003,1384.86900685187,0,"treatment",1863.71379310345,1678.87586206897,10.9976145946346
"1582","FA3_039_2018",0,0,0,0,"FA3_039","2018-08-24","2018-07-23",2018,-38.68274195,143.5462087,"otways","otway_ark",32,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,5.88969612121582,1.78065872192383,405.461273193359,8.27747440338135,12.4297,1466.3976,1,1324.2362063778,1239.21697582003,1384.86900685187,5,"treatment",1744.30740740741,1639.21388888889,6.38444612205295
"1583","FA3_040_2016",1,1,0,0,"FA3_040","2016-09-20","2016-08-10",2016,-38.69868333,143.5163333,"otways","otway_ark",41,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,5.55870676040649,2.27813720703125,323.031860351562,7.30357265472412,12.4513,1484.8119,1,3616.43515617888,3798.59805826325,3084.24018180038,0,"treatment",1562.91739130435,1694.61956521739,-7.77117657652787
"1584","FA3_040_2017",0,1,0,0,"FA3_040","2017-09-14","2017-07-28",2017,-38.69868333,143.5163333,"otways","otway_ark",48,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,5.55870676040649,2.27813720703125,323.031860351562,7.30357265472412,12.4513,1484.8119,1,3616.43515617888,3798.59805826325,3084.24018180038,0,"treatment",1861.22844036697,1677.09908256881,10.9691567294917
"1585","FA3_040_2018",0,0,0,0,"FA3_040","2018-08-24","2018-07-23",2018,-38.69868333,143.5163333,"otways","otway_ark",32,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,5.55870676040649,2.27813720703125,323.031860351562,7.30357265472412,12.4513,1484.8119,1,3616.43515617888,3798.59805826325,3084.24018180038,8,"treatment",1756.1,1642.75,6.85327462446987
"1586","FA3_041_2016",1,0,0,0,"FA3_041","2016-09-20","2016-08-10",2016,-38.70363333,143.4981833,"otways","otway_ark",41,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,6.36123466491699,3.15495300292969,258.706756591797,8.48281955718994,12.8221,1294.0479,1,4674.49650094841,3189.03632467995,4043.32770580083,0,"treatment",1562.63658536585,1693.35609756098,-7.71769881358133
"1587","FA3_041_2017",1,0,0,0,"FA3_041","2017-09-14","2017-07-31",2017,-38.70363333,143.4981833,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.36123466491699,3.15495300292969,258.706756591797,8.48281955718994,12.8221,1294.0479,1,4674.49650094841,3189.03632467995,4043.32770580083,0,"treatment",1849.42307692308,1672.34038461538,10.5719282928039
"1588","FA3_041_2018",0,1,0,0,"FA3_041","2018-08-24","2018-07-23",2018,-38.70363333,143.4981833,"otways","otway_ark",32,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.36123466491699,3.15495300292969,258.706756591797,8.48281955718994,12.8221,1294.0479,1,4674.49650094841,3189.03632467995,4043.32770580083,8,"treatment",1721.06153846154,1637.86346153846,5.05308285395276
"1589","FA3_042_2016",0,0,0,0,"FA3_042","2016-09-20","2016-08-10",2016,-38.7122,143.5074167,"otways","otway_ark",41,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,7.35371541976929,0.524284362792969,248.521789550781,7.30357265472412,12.3585,1545.4286,1,3839.09712271479,4371.36996146577,3796.54013721139,0,"treatment",1564.58101265823,1690.07594936709,-7.42745915393708
"1590","FA3_042_2017",0,1,0,0,"FA3_042","2017-09-19","2017-07-31",2017,-38.7122,143.5074167,"otways","otway_ark",50,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,7.35371541976929,0.524284362792969,248.521789550781,7.30357265472412,12.3585,1545.4286,1,3839.09712271479,4371.36996146577,3796.54013721139,0,"treatment",1859.18235294118,1678.72352941176,10.7150674391236
"1591","FA3_042_2018",0,0,0,0,"FA3_042","2018-08-09","2018-07-23",2018,-38.7122,143.5074167,"otways","otway_ark",17,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,7.35371541976929,0.524284362792969,248.521789550781,7.30357265472412,12.3585,1545.4286,1,3839.09712271479,4371.36996146577,3796.54013721139,6,"treatment",1739.14444444444,1633.14259259259,6.48767450338816
"1592","FA3_043_2016",0,1,0,0,"FA3_043","2016-09-06","2016-07-28",2016,-38.73271667,143.4473167,"otways","otway_ark",40,"FA3","Shrubby Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Moist Forest","Moist Forest",86,9.96399021148682,1.05773448944092,95.5564270019531,5.19827556610107,13.2872,1107.7336,1,821.056325421433,402.532414233959,632.798191476791,0,"treatment",1516.37368421053,1647.68333333333,-7.96643644458204
"1593","FA3_043_2017",0,0,0,0,"FA3_043","2017-09-15","2017-08-01",2017,-38.73271667,143.4473167,"otways","otway_ark",45,"FA3","Shrubby Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Moist Forest","Moist Forest",87,9.96399021148682,1.05773448944092,95.5564270019531,5.19827556610107,13.2872,1107.7336,1,821.056325421433,402.532414233959,632.798191476791,0,"treatment",1863.1,1684.97,10.5392907999617
"1594","FA3_043_2018",0,0,0,0,"FA3_043","2018-08-28","2018-07-13",2018,-38.73271667,143.4473167,"otways","otway_ark",46,"FA3","Shrubby Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Moist Forest","Moist Forest",88,9.96399021148682,1.05773448944092,95.5564270019531,5.19827556610107,13.2872,1107.7336,1,821.056325421433,402.532414233959,632.798191476791,4,"treatment",1766.95789473684,1636.65,7.89368460756658
"1595","FA3_044_2016",0,1,0,0,"FA3_044","2016-09-06","2016-07-28",2016,-38.71196667,143.4568667,"otways","otway_ark",40,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,8.15497779846191,0.799083709716797,241.840911865234,7.5598087310791,12.7488,1357.7345,1,1746.56773904003,1737.32557886786,1801.29385203142,0,"treatment",1552.95263157895,1683.55789473684,-7.75301201019047
"1596","FA3_044_2017",1,1,0,0,"FA3_044","2017-09-15","2017-08-01",2017,-38.71196667,143.4568667,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,8.15497779846191,0.799083709716797,241.840911865234,7.5598087310791,12.7488,1357.7345,1,1746.56773904003,1737.32557886786,1801.29385203142,0,"treatment",1838.35641025641,1663.6858974359,10.4786821135229
"1597","FA3_044_2018",0,0,0,0,"FA3_044","2018-08-28","2018-07-13",2018,-38.71196667,143.4568667,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,8.15497779846191,0.799083709716797,241.840911865234,7.5598087310791,12.7488,1357.7345,1,1746.56773904003,1737.32557886786,1801.29385203142,6,"treatment",1699.05507246377,1609.21376811594,5.55208511330079
"1598","FA3_045_2016",0,0,0,0,"FA3_045","2016-08-30","2016-06-03",2016,-38.70176995,143.4647197,"otways","otway_ark",88,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,6.34652042388916,3.08298492431641,249.763870239258,8.18831634521484,12.4316,1524.9569,1,2491.3287687788,1880.84868951795,2386.5301224622,0,"treatment",1404.03076923077,1555.23846153846,-9.79141591416259
"1599","FA3_045_2017",0,1,0,0,"FA3_045","2017-09-15","2017-08-03",2017,-38.70176995,143.4647197,"otways","otway_ark",43,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.34652042388916,3.08298492431641,249.763870239258,8.18831634521484,12.4316,1524.9569,1,2491.3287687788,1880.84868951795,2386.5301224622,0,"treatment",1847.28181818182,1672.35,10.4255749597158
"1600","FA3_045_2018",0,0,0,0,"FA3_045","2018-08-28","2018-07-13",2018,-38.70176995,143.4647197,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.34652042388916,3.08298492431641,249.763870239258,8.18831634521484,12.4316,1524.9569,1,2491.3287687788,1880.84868951795,2386.5301224622,10,"treatment",1776.37142857143,1649.825,7.63698207052275
"1601","FA3_046_2016",0,1,0,0,"FA3_046","2016-07-19","2016-06-03",2016,-38.68489941,143.4721527,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,6.33502244949341,1.9633903503418,358.970703125,8.78970432281494,11.5342,1894.8125,1,2446.48964683425,158.199920836308,967.878058454208,0,"treatment",1373.08823529412,1520.26764705882,-9.70785255006531
"1602","FA3_046_2017",0,0,0,0,"FA3_046","2017-09-15","2017-08-03",2017,-38.68489941,143.4721527,"otways","otway_ark",43,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.33502244949341,1.9633903503418,358.970703125,8.78970432281494,11.5342,1894.8125,1,2446.48964683425,158.199920836308,967.878058454208,0,"treatment",1874.98333333333,1685.72708333333,11.2241261793097
"1603","FA3_046_2018",1,1,0,0,"FA3_046","2018-08-28","2018-07-13",2018,-38.68489941,143.4721527,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.33502244949341,1.9633903503418,358.970703125,8.78970432281494,11.5342,1894.8125,1,2446.48964683425,158.199920836308,967.878058454208,10,"treatment",1711.66666666667,1615.78571428571,5.88632884428984
"1604","FA3_047_2016",1,0,0,0,"FA3_047","2016-07-19","2016-06-03",2016,-38.67746,143.464187,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,7.12737274169922,2.34650421142578,376.626098632812,8.24961757659912,11.5342,1894.8125,1,1372.99816294729,183.78459542426,83.486344159528,0,"treatment",1370.948,1515.55,-9.56934491887413
"1605","FA3_047_2017",0,1,0,0,"FA3_047","2017-09-15","2017-08-03",2017,-38.67746,143.464187,"otways","otway_ark",43,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,7.12737274169922,2.34650421142578,376.626098632812,8.24961757659912,11.5342,1894.8125,1,1372.99816294729,183.78459542426,83.486344159528,0,"treatment",1819.40689655172,1655.41637931034,9.88870827074988
"1606","FA3_047_2018",0,1,0,0,"FA3_047","2018-08-28","2018-07-13",2018,-38.67746,143.464187,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,7.12737274169922,2.34650421142578,376.626098632812,8.24961757659912,11.5342,1894.8125,1,1372.99816294729,183.78459542426,83.486344159528,9,"treatment",1725.46666666667,1629.97666666667,5.81630084817901
"1607","FA3_048_2016",0,0,0,0,"FA3_048","2016-07-19","2016-06-03",2016,-38.69460196,143.4764647,"otways","otway_ark",46,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",86,5.77398300170898,3.55260848999023,223.12028503418,8.18831634521484,12.2003,1637.2811,1,3514.13168106166,1192.04806896197,2048.8675855526,0,"treatment",1363.35263157895,1511.83157894737,-9.8391963877494
"1608","FA3_048_2017",0,0,0,0,"FA3_048","2017-09-14","2017-07-31",2017,-38.69460196,143.4764647,"otways","otway_ark",45,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",87,5.77398300170898,3.55260848999023,223.12028503418,8.18831634521484,12.2003,1637.2811,1,3514.13168106166,1192.04806896197,2048.8675855526,0,"treatment",1873.50869565217,1687.95,10.9758810409529
"1609","FA3_048_2018",0,1,0,0,"FA3_048","2018-08-24","2018-07-23",2018,-38.69460196,143.4764647,"otways","otway_ark",32,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",88,5.77398300170898,3.55260848999023,223.12028503418,8.18831634521484,12.2003,1637.2811,1,3514.13168106166,1192.04806896197,2048.8675855526,11,"treatment",1789.06666666667,1656.80277777778,7.95430225170888
"1610","FA3_049_2016",0,1,1,0,"FA3_049","2016-07-19","2016-06-03",2016,-38.68766297,143.4871348,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,7.34655857086182,0.348442077636719,316.016784667969,8.75645160675049,12.4139,1517.2712,1,3380.7620166824,1496.98120321155,2230.45583916155,0,"treatment",1359.93076923077,1509.97820512821,-9.96642861212954
"1611","FA3_049_2017",0,0,1,0,"FA3_049","2017-09-14","2017-07-31",2017,-38.68766297,143.4871348,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,7.34655857086182,0.348442077636719,316.016784667969,8.75645160675049,12.4139,1517.2712,1,3380.7620166824,1496.98120321155,2230.45583916155,0,"treatment",1816.95263157895,1648.94868421053,10.1715264835787
"1612","FA3_049_2018",0,0,1,0,"FA3_049","2018-08-24","2018-07-23",2018,-38.68766297,143.4871348,"otways","otway_ark",32,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,7.34655857086182,0.348442077636719,316.016784667969,8.75645160675049,12.4139,1517.2712,1,3380.7620166824,1496.98120321155,2230.45583916155,11,"treatment",1739.575,1640.0421875,6.03578946805075
"1613","FA3_050_2016",0,1,0,0,"FA3_050","2016-07-19","2016-06-03",2016,-38.67741454,143.4864811,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,7.27752685546875,0.951030731201172,363.904724121094,8.75645160675049,12.2128,1619.4891,1,2503.30849246668,1581.5017220056,1950.69065397801,0,"treatment",1357.20625,1506.0734375,-9.9080860483987
"1614","FA3_050_2017",0,0,0,0,"FA3_050","2017-09-14","2017-07-31",2017,-38.67741454,143.4864811,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,7.27752685546875,0.951030731201172,363.904724121094,8.75645160675049,12.2128,1619.4891,1,2503.30849246668,1581.5017220056,1950.69065397801,0,"treatment",1831.62173913043,1656.69202898551,10.5484464111099
"1615","FA3_050_2018",0,1,0,0,"FA3_050","2018-08-24","2018-07-23",2018,-38.67741454,143.4864811,"otways","otway_ark",32,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,7.27752685546875,0.951030731201172,363.904724121094,8.75645160675049,12.2128,1619.4891,1,2503.30849246668,1581.5017220056,1950.69065397801,11,"treatment",1794.14509803922,1652.40196078431,8.5585305138037
"1616","FA3_051_2016",0,1,0,0,"FA3_051","2016-07-19","2016-06-02",2016,-38.66773815,143.4856175,"otways","otway_ark",47,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,8.94540977478027,0.744361877441406,389.604461669922,8.75645160675049,11.8921,1766.4369,1,1844.36842235192,1824.22615005549,1894.00892301,0,"treatment",1350.21111111111,1510.24444444444,-10.6291991268746
"1617","FA3_051_2017",0,1,1,0,"FA3_051","2017-09-14","2017-07-31",2017,-38.66773815,143.4856175,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,8.94540977478027,0.744361877441406,389.604461669922,8.75645160675049,11.8921,1766.4369,1,1844.36842235192,1824.22615005549,1894.00892301,0,"treatment",1875.57407407407,1685.36666666667,11.2751304338851
"1618","FA3_051_2018",0,0,1,0,"FA3_051","2018-08-28","2018-07-23",2018,-38.66773815,143.4856175,"otways","otway_ark",36,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,8.94540977478027,0.744361877441406,389.604461669922,8.75645160675049,11.8921,1766.4369,1,1844.36842235192,1824.22615005549,1894.00892301,10,"treatment",1777.84444444444,1655.06111111111,7.38162920081661
"1619","FA3_052_2016",0,1,0,0,"FA3_052","2016-07-19","2016-06-02",2016,-38.67057441,143.5063798,"otways","otway_ark",47,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",86,7.66980791091919,1.37363815307617,303.289123535156,8.76053619384766,12.1744,1622.179,1,935.238255920146,778.513638991035,1428.25166199582,0,"treatment",1330.82727272727,1499.24090909091,-11.2534292312392
"1620","FA3_052_2017",0,0,0,0,"FA3_052","2017-09-15","2017-07-31",2017,-38.67057441,143.5063798,"otways","otway_ark",46,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",87,7.66980791091919,1.37363815307617,303.289123535156,8.76053619384766,12.1744,1622.179,1,935.238255920146,778.513638991035,1428.25166199582,0,"treatment",1849.21851851852,1672.33333333333,10.5708674033494
"1621","FA3_052_2018",0,1,0,0,"FA3_052","2018-08-28","2018-07-23",2018,-38.67057441,143.5063798,"otways","otway_ark",36,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",88,7.66980791091919,1.37363815307617,303.289123535156,8.76053619384766,12.1744,1622.179,1,935.238255920146,778.513638991035,1428.25166199582,4,"treatment",1771.32,1652.305,7.16951480738907
"1622","FA3_053_2017",0,1,0,0,"FA3_053","2017-09-15","2017-07-31",2017,-38.66841271,143.4983516,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.56345653533936,2.045654296875,357.280029296875,8.4578742980957,12.1067,1662.2065,1,1092.14972722516,855.403945448937,1782.11537129571,0,"treatment",1876.275,1685.16875,11.3223210321055
"1623","FA3_053_2018",0,0,0,0,"FA3_053","2018-08-28","2018-07-23",2018,-38.66841271,143.4983516,"otways","otway_ark",36,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.56345653533936,2.045654296875,357.280029296875,8.4578742980957,12.1067,1662.2065,1,1092.14972722516,855.403945448937,1782.11537129571,5,"treatment",1734.26666666667,1647.20833333333,5.23143072740901
"1624","FA3_054_2016",0,1,0,0,"FA3_054","2016-07-19","2016-06-02",2016,-38.66184945,143.4926305,"otways","otway_ark",47,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,6.84383296966553,1.71049880981445,394.267852783203,8.75645160675049,11.5519,1884.2919,1,981.672929705961,1057.73576816948,1145.27688936843,0,"treatment",1348.652,1512.602,-10.8851630696232
"1625","FA3_054_2017",0,1,0,0,"FA3_054","2017-09-15","2017-08-01",2017,-38.66184945,143.4926305,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.84383296966553,1.71049880981445,394.267852783203,8.75645160675049,11.5519,1884.2919,1,981.672929705961,1057.73576816948,1145.27688936843,0,"treatment",1852.60857142857,1669.94,10.918918543439
"1626","FA3_054_2018",0,0,0,0,"FA3_054","2018-08-28","2018-07-19",2018,-38.66184945,143.4926305,"otways","otway_ark",40,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.84383296966553,1.71049880981445,394.267852783203,8.75645160675049,11.5519,1884.2919,1,981.672929705961,1057.73576816948,1145.27688936843,5,"treatment",1701.3625,1611.89375,5.53210171215482
"1627","FA3_055_2016",1,0,0,0,"FA3_055","2016-07-18","2016-06-01",2016,-38.65380794,143.4848025,"otways","otway_ark",47,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,6.6073260307312,0.812095642089844,462.295471191406,8.75645160675049,11.49,1894.0209,1,970.229189209743,377.388073847515,372.843441497858,0,"treatment",1346.12727272727,1504.24090909091,-10.5442416383074
"1628","FA3_055_2017",1,1,0,0,"FA3_055","2017-09-13","2017-08-01",2017,-38.65380794,143.4848025,"otways","otway_ark",43,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.6073260307312,0.812095642089844,462.295471191406,8.75645160675049,11.49,1894.0209,1,970.229189209743,377.388073847515,372.843441497858,0,"treatment",1877.75,1695.13333333333,10.75021044368
"1629","FA3_055_2018",0,1,0,0,"FA3_055","2018-08-27","2018-08-01",2018,-38.65380794,143.4848025,"otways","otway_ark",26,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.6073260307312,0.812095642089844,462.295471191406,8.75645160675049,11.49,1894.0209,1,970.229189209743,377.388073847515,372.843441497858,4,"treatment",1820.68,1665.9925,9.27608945035455
"1630","FA3_056_2016",1,0,0,0,"FA3_056","2016-09-19","2016-08-11",2016,-38.6542,143.4603833,"otways","otway_ark",39,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",86,6.87418127059937,1.10321044921875,508.208892822266,8.78970432281494,11.3553,1914.152,1,63.4436936126427,1858.70667168574,1657.83701423358,0,"treatment",1573.545,1703.40875,-7.62640838440178
"1631","FA3_056_2017",1,1,0,0,"FA3_056","2017-09-15","2017-08-01",2017,-38.6542,143.4603833,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",87,6.87418127059937,1.10321044921875,508.208892822266,8.78970432281494,11.3553,1914.152,1,63.4436936126427,1858.70667168574,1657.83701423358,0,"treatment",1887.57714285714,1698.95714285714,11.0910861162814
"1632","FA3_056_2018",1,1,0,0,"FA3_056","2018-08-28","2018-07-19",2018,-38.6542,143.4603833,"otways","otway_ark",40,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",88,6.87418127059937,1.10321044921875,508.208892822266,8.78970432281494,11.3553,1914.152,1,63.4436936126427,1858.70667168574,1657.83701423358,3,"treatment",1758.55263157895,1641.33421052632,7.09990438549879
"1633","FA3_057_2016",1,0,0,0,"FA3_057","2016-09-19","2016-08-11",2016,-38.65723333,143.43925,"otways","otway_ark",39,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",77,6.64414215087891,1.65499496459961,491.392517089844,8.73918437957764,11.3735,1910.6149,1,67.7699478600657,73.363718974133,190.982606729932,0,"treatment",1559.368,1687.591,-7.60086485407275
"1634","FA3_057_2017",1,1,0,0,"FA3_057","2017-09-15","2017-08-01",2017,-38.65723333,143.43925,"otways","otway_ark",45,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",78,6.64414215087891,1.65499496459961,491.392517089844,8.73918437957764,11.3735,1910.6149,1,67.7699478600657,73.363718974133,190.982606729932,0,"treatment",1841.06428571429,1669.47321428571,10.25419322796
"1635","FA3_057_2018",1,0,0,0,"FA3_057","2018-08-28","2018-07-27",2018,-38.65723333,143.43925,"otways","otway_ark",32,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",79,6.64414215087891,1.65499496459961,491.392517089844,8.73918437957764,11.3735,1910.6149,1,67.7699478600657,73.363718974133,190.982606729932,0,"treatment",1804.61111111111,1665.88333333333,8.30934292681629
"1636","FA3_058_2016",1,1,0,0,"FA3_058","2016-07-19","2016-06-03",2016,-38.63982365,143.4438009,"otways","otway_ark",46,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",77,5.59725046157837,1.92782592773438,363.925079345703,8.63873481750488,12.2485,1583.9519,1,1037.42719962253,1813.39107717714,1258.28625029524,0,"treatment",1367.63043478261,1513.06739130435,-9.6381617245748
"1637","FA3_058_2017",1,1,0,0,"FA3_058","2017-09-15","2017-08-01",2017,-38.63982365,143.4438009,"otways","otway_ark",45,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",78,5.59725046157837,1.92782592773438,363.925079345703,8.63873481750488,12.2485,1583.9519,1,1037.42719962253,1813.39107717714,1258.28625029524,0,"treatment",1844.69512195122,1667.40731707317,10.6127427922481
"1638","FA3_058_2018",0,0,0,0,"FA3_058","2018-08-28","2018-07-23",2018,-38.63982365,143.4438009,"otways","otway_ark",36,"FA3","Cool Temperate Rainforest","Rainforests","Rainforests","Closed-forest","Closed-forest",79,5.59725046157837,1.92782592773438,363.925079345703,8.63873481750488,12.2485,1583.9519,1,1037.42719962253,1813.39107717714,1258.28625029524,0,"treatment",1775.025,1652.56458333333,7.3823443836133
"1639","FA3_059_2016",0,1,0,0,"FA3_059","2016-07-19","2016-06-03",2016,-38.63312269,143.4324423,"otways","otway_ark",46,"FA3","Wet Forest","Wet or Damp Forests","Wet or Damp Forests","Tall Mist Forest","Tall Mist Forest",77,8.92335319519043,2.94008255004883,251.583786010742,8.63873481750488,12.9393,1182.5026,1,1747.97348229635,2447.72449044577,1817.20497063506,0,"treatment",1362.65384615385,1508.59615384615,-9.68643528877457
